ID,INDUSTRY_ID,NAME,PARENT_ID,LEVEL_TYPE,DESCRIPTION,NAME_EN,DESCRIPTION_EN
36,018,草种植及割草,01,2.0,,Grass Cultivation and Mowing,
37,0181,草种植,018,3.0,指人工种植收获牧草,Grass Cultivation,
38,0182,天然草原割草,018,3.0,指天然草原刈割收获牧草,Natural Grassland Mowing,
39,019,其他农业,01,2.0,指上述未列明的农作物种植,Other Agriculture,
40,0190,其他农业,019,3.0,指上述未列明的农作物种植,Other Agriculture,
41,02,林业,A,1.0,,Forestry,
42,021,林木育种和育苗,02,2.0,,Forest Tree Breeding and Seedling Cultivation,
43,0211,林木育种,021,3.0,指应用遗传学原理选育和繁殖林木新品种核心的栽植材料的林木遗传改良活动,Forest Tree Breeding,
44,0212,林木育苗,021,3.0,指通过人为活动将种子、穗条或植物其他组织培育成苗木的活动,Forest Tree Seedling Cultivation,
45,022,造林和更新,02,2.0,指在宜林荒山荒地荒沙、采伐迹地、火烧迹地、疏林地、灌木林地等一切可造林的土地上通过人工造林、人工更新、封山育林、飞播造林等方式培育和恢复森林的活动,Afforestation and Reforestation,
46,0220,造林和更新,022,3.0,指在宜林荒山荒地荒沙、采伐迹地、火烧迹地、疏林地、灌木林地等一切可造林的土地上通过人工造林、人工更新、封山育林、飞播造林等方式培育和恢复森林的活动,Afforestation and Reforestation,
47,023,森林经营、管护和改培,02,2.0,,"Forest Management, Protection, and Improvement",
48,0231,森林经营和管护,023,3.0,指为促进林木生长发育，在林木生长的不同时期进行的促进林木生长发育的活动,Forest Management and Protection,
49,0232,森林改培,023,3.0,指为调整林分结构和树种组成，形成密度合理、物种丰富、功能完备的优质、高产、高效林而采取林分抚育、补植、补播等人工措施的活动,Forest Improvement,
50,024,木材和竹材采运,02,2.0,指对林木和竹木的采伐，并将其运出山场至贮木场的生产活动,Timber and Bamboo Harvesting and Transportation,
51,0241,木材采运,024,3.0,,Timber Harvesting and Transportation,
52,0242,竹材采运,024,3.0,,Bamboo Harvesting and Transportation,
53,025,林产品采集,02,2.0,指在天然林地和人工林地进行的各种林木产品和其他野生植物的采集等活动,Forest Product Collection,
54,0251,木竹材林产品采集,025,3.0,,Wood and Bamboo Forest Product Collection,
55,0252,非木竹材林产品采集,025,3.0,指在天然林地和人工林地进行的除木材、竹材产品外的其他各种林产品的采集活动,Non-timber and Non-bamboo Forest Product Collection,
56,03,畜牧业,A,1.0,指为了获得各种畜禽产品而从事的动物饲养、捕捉活动,Animal Husbandry,Refers to the activities of raising and capturing animals for the purpose of obtaining various livestock and poultry products.
57,031,牲畜饲养,03,2.0,,Livestock Breeding,
58,0311,牛的饲养,031,3.0,,Cattle Breeding,
59,0312,马的饲养,031,3.0,,Horse Breeding,
60,0313,猪的饲养,031,3.0,,Pig Breeding,
61,0314,羊的饲养,031,3.0,,Sheep Breeding,
62,0315,骆驼饲养,031,3.0,,Camel Breeding,
63,0319,其他牲畜饲养,031,3.0,,Other Livestock Breeding,
64,032,家禽饲养,03,2.0,,Poultry Breeding,
65,0321,鸡的饲养,032,3.0,,Chicken Breeding,
66,0322,鸭的饲养,032,3.0,,Duck Breeding,
67,0323,鹅的饲养,032,3.0,,Goose Breeding,
68,0329,其他家禽饲养,032,3.0,,Other Poultry Breeding,
69,033,狩猎和捕捉动物,03,2.0,,Hunting and Trapping of Animals,
70,0330,狩猎和捕捉动物,033,3.0,指对各种野生动物的捕捉以及与此相关的活动,Hunting and Trapping of Animals,
71,039,其他畜牧业,03,2.0,,Other Animal Husbandry,
72,0390,其他畜牧业,039,3.0,,Other Animal Husbandry,
73,04,渔业,A,1.0,,Fishery,
74,041,水产养殖,04,2.0,,Aquaculture,
75,0411,海水养殖,041,3.0,指利用海水对各种水生动植物的养殖,Marine Aquaculture,
76,0412,内陆养殖,041,3.0,指在内陆水域进行的各种水生动植物的养殖,Inland Aquaculture,
77,042,水产捕捞,04,2.0,,Aquatic Capture,
78,0421,海水捕捞,042,3.0,指在海洋中对各种天然水生动植物的捕捞,Marine Capture,
79,0422,内陆捕捞,042,3.0,指在内陆水域对各种天然水生动植物的捕捞,Inland Capture,
80,05,农、林、牧、渔专业及辅助性活动,A,1.0,,"Agriculture, Forestry, Animal Husbandry, and Fishery Specialized and Auxiliary Activities",
81,051,农业专业及辅助性活动,05,2.0,指对农业生产活动进行的各种支持性服务，但不包括各种科学技术和专业技术服务,Agricultural Professional and Auxiliary Activities,
82,0511,种子种苗培育活动,051,3.0,指为农业生产提供农业机械并配备操作人员的活动,Seed and Seedling Cultivation Activities,
83,0512,农业机械活动,051,3.0,指对农业生产灌溉系统的经营与管理,Agricultural Machinery Activities,
84,0513,灌溉活动,051,3.0,指对各种农产品（包括天然橡胶、纺织纤维原料）进行脱水、凝固、去籽、净化、分类、晒干、剥皮、初烤、沤软或大批包装以提供初级市场的服务，以及其他农产品的初加工；其中棉花等纺织纤维原料加工指对棉纤维、短绒剥离后的棉籽以及棉花秸秆、铃壳等副产品的综合加工和利用活动,Irrigation Activities,
85,0514,农产品初加工活动,051,3.0,指对各种农产品（包括天然橡胶、纺织纤维原料）进行脱水、凝固、打蜡、去籽、净化、分类、晒干、剥皮、初烤、沤软或大批包装以提供初级市场的服务，以及其他农产品的初加工；其中棉花等纺织纤维原料加工指对棉纤维、短绒剥离后的棉籽以及棉花秸秆、铃壳等副产品的综合加工和利用活动,Primary Processing of Agricultural Products,
86,0515,农作物病虫害防治活动,051,3.0,指从事农作物重大病虫害防治等活动,Crop Pest and Disease Control Activities,
87,0519,其他农业服务,051,3.0,指防止病虫害的活动，以及其他未列明的农业服务,Other Agricultural Services,
88,052,林业服务业,05,2.0,指为林业生产服务的病虫害的防治、林地防火等各种辅助性活动,Forestry Services,
89,0521,林业有害生物防治服务,052,3.0,,Forestry Pest Control Services,
90,0522,森林防火服务,052,3.0,,Forest Fire Prevention Services,
91,0523,林产品初级加工活动,052,3.0,指对各种林产品进行去皮、打枝或去料、净化、初包装提供至贮木场或初级加工活动,Primary Processing of Forest Products,
92,0529,其他林业服务,052,3.0,,Other Forestry Services,
93,053,畜牧专业及辅助性活动,05,2.0,指提供牲畜繁殖、圈舍清理、畜产品生产、初级加工、动物免疫接种、标识佩戴和动物诊疗等活动,Animal Husbandry Professional and Auxiliary Activities,
94,0531,畜牧良种繁殖活动,053,3.0,,Livestock Breeding Activities,
95,0532,畜禽粪污处理活动,053,3.0,,Livestock Manure Treatment Activities,
96,0539,其他畜牧专业及辅助性活动,053,3.0,,Other Animal Husbandry Professional and Auxiliary Activities,
97,054,渔业专业及辅助性活动,05,2.0,指对渔业生产提供的各种活动，包括鱼苗及鱼种场、水产良种场和水产增殖场等活动,Fishery Professional and Auxiliary Activities,
98,0541,鱼苗及鱼种场活动,054,3.0,,Fish Fry and Fish Seed Farm Activities,
99,0549,其他渔业专业及辅助性活动,054,3.0,,Other Fishery Professional and Auxiliary Activities,
100,B,采矿业,,0.0,本类包括 06～12 大类，采矿业指对固体（如煤和矿物）、液体（如原油）或气体（如天然气）等自然产生的矿物的采掘；包括地下或地上采掘、矿井的运行，以及一般在矿址或矿址附近从事的旨在加工原材料的所有辅助性工作，例如碾磨、选矿和处理，均属本类活动；还包括使原料得以销售所需的准备工作；不包括水的蓄集、净化和分配，以及地质勘查、建筑工程活动,Mining Industry,"This category includes major groups 06 to 12. The mining industry refers to the extraction of naturally occurring minerals such as solids (e.g., coal and minerals), liquids (e.g., crude oil), or gases (e.g., natural gas). It encompasses underground or surface extraction, operation of mines, as well as all auxiliary activities generally carried out at or near the mining site aimed at processing raw materials, such as grinding, mineral dressing, and treatment. It also includes preparation work necessary to make the raw materials ready for sale. Excluded are water storage, purification, and distribution, as well as geological exploration and construction engineering activities."
101,06,煤炭开采和洗选业,B,1.0,指对各种煤炭的开采、洗选、分级等生产活动；不包括煤制品的生产和煤炭勘探活动,Coal Mining and Washing Industry,"Refers to production activities such as mining, washing, and grading of various types of coal; excludes the production of coal products and coal exploration activities."
102,061,烟煤和无烟煤开采洗选,06,2.0,指对地下或露天烟煤、无烟煤的开采，以及对采出的烟煤、无烟煤及其他硬煤进行洗选、分级等提高质量的活动,Bituminous and Anthracite Mining and Washing,
103,0610,烟煤和无烟煤开采洗选,061,3.0,指对地下或露天烟煤、无烟煤的开采，以及对采出的烟煤、无烟煤及其他硬煤进行洗选、分级等提高质量的活动,Bituminous and Anthracite Mining and Washing,
104,062,褐煤开采洗选,06,2.0,指对褐煤--煤化程度较低的一种燃料的地下或露天开采，以及对采出的褐煤进行洗选、分级等提高质量的活动,Lignite Mining and Washing,
105,0620,褐煤开采洗选,062,3.0,指对褐煤--煤化程度较低的一种燃料的地下或露天开采，以及对采出的褐煤进行洗选、分级等提高质量的活动,Lignite Mining and Washing,
106,069,其他煤炭采选,06,2.0,指对生长在古生代地层中的含碳量低、灰分高的煤炭资源（如石煤、泥炭）的开采,Other Coal Mining and Washing,
107,0690,其他煤炭采选,069,3.0,指对生长在古生代地层中的含碳量低、灰分高的煤炭资源（如石煤、泥炭）的开采,Other Coal Mining and Washing,
108,07,石油和天然气开采业,B,1.0,指在陆地或海洋，对天然原油、液态或气态天然气的开采，对煤矿瓦斯气（煤层气）的开采；为运输目的所进行的天然气液化和从天然气田气体中生产液化烃的活动，还包括对含沥青的页岩或油母页岩矿的开采，以及对焦油沙矿进行的同类作业,Oil and Natural Gas Extraction Industry,"Refers to the extraction of natural crude oil, liquid or gaseous natural gas on land or at sea, as well as the extraction of coal mine gas (coalbed methane); activities for the purpose of transportation including natural gas liquefaction and the production of liquefied hydrocarbons from gas in natural gas fields. It also includes the extraction of asphalt-containing shale or oil shale minerals, as well as similar operations conducted on tar sands."
109,071,石油开采,07,2.0,,Oil Extraction,
110,0711,陆地石油开采,071,3.0,,Onshore Oil Extraction,
111,0711,海洋石油开采,071,3.0,,Offshore Oil Extraction,
112,072,天然气开采,07,2.0,,Natural Gas Extraction,
113,0721,陆地天然气开采,072,3.0,,Onshore Natural Gas Extraction,
114,0722,海洋天然气及可燃冰开采,072,3.0,,Offshore Natural Gas and Combustible Ice Extraction,
115,08,黑色金属矿采选业,B,1.0,,Ferrous Metal Ore Mining and Dressing Industry,
116,081,铁矿采选,08,2.0,指对铁矿石的采矿、选矿活动,Iron Ore Mining and Dressing,
117,0810,铁矿采选,081,3.0,指对铁矿石的采矿、选矿活动,Iron Ore Mining and Dressing,
118,082,锰矿、铬矿采选,08,2.0,,Manganese and Chromium Ore Mining and Dressing,
119,0820,锰矿、铬矿采选,082,3.0,,Manganese and Chromium Ore Mining and Dressing,
120,089,其他黑色金属矿采选,08,2.0,指对钒矿等钢铁工业黑色金属辅助原料矿的采矿、选矿活动,Other Ferrous Metal Ore Mining and Dressing,
121,0890,其他黑色金属矿采选,089,3.0,指对钒矿等钢铁工业黑色金属辅助原料矿的采矿、选矿活动,Other Ferrous Metal Ore Mining and Dressing,
122,09,有色金属矿采选业,B,1.0,指对常用有色金属矿、贵金属矿，以及稀有稀土金属矿的开采、选矿活动,Non-Ferrous Metal Ore Mining,"Refers to the mining and beneficiation activities of commonly used non-ferrous metal ores, precious metal ores, as well as rare and rare-earth metal ores."
123,091,常用有色金属矿采选,09,2.0,指对铜、铅锌、镍钴、锡、锑、铝、镁、汞、镉、铋等常用有色金属矿的采选,Common Non-Ferrous Metal Ore Mining and Dressing,
124,0911,铜矿采选,091,3.0,,Copper Ore Mining and Dressing,
125,0912,铅锌矿采选,091,3.0,,Lead and Zinc Ore Mining and Dressing,
126,0913,镍钴矿采选,091,3.0,,Nickel and Cobalt Ore Mining and Dressing,
127,0914,锡矿采选,091,3.0,,Tin Ore Mining and Dressing,
128,0915,锑矿采选,091,3.0,,Antimony Ore Mining and Dressing,
129,0916,铝矿采选,091,3.0,,Aluminum Ore Mining and Dressing,
130,0917,镁矿采选,091,3.0,,Magnesium Ore Mining and Dressing,
131,0919,其他常用有色金属矿采选,091,3.0,,Other Common Non-Ferrous Metal Ore Mining and Dressing,
132,092,贵金属矿采选,09,2.0,指对在地壳中含量极少的金、银和铂族元素（铂、铱、锇、钌、钯、铑）矿的采选,Precious Metal Ore Mining and Dressing,
133,0921,金矿采选,092,3.0,,Gold Ore Mining and Dressing,
134,0922,银矿采选,092,3.0,,Silver Ore Mining and Dressing,
135,0929,其他贵金属矿采选,092,3.0,,Other Precious Metal Ore Mining and Dressing,
136,093,稀有稀土金属矿采选,09,2.0,指对在自然界中含量较小，分布稀散或难以从原料中提取，以及研究和使用较晚的金属矿开采、精选,Rare and Rare Earth Metal Ore Mining and Dressing,
137,0931,钨钼矿采选,093,3.0,,Tungsten and Molybdenum Ore Mining and Dressing,
138,0932,稀土金属矿采选,093,3.0,指镧系金属及与镧系金属性质相近的金属矿的采选,Rare Earth Metal Ore Mining and Dressing,
139,0933,放射性金属矿采选,093,3.0,指对主要含钍和铀的矿石开采，以及对这类矿石的精选,Radioactive Metal Ore Mining and Dressing,
140,0939,其他稀有金属矿采选,093,3.0,指对稀有轻金属矿、稀有高熔点金属矿、稀散金属矿采选活动，以及其他稀有金属矿的采选,Other Rare Metal Ore Mining and Dressing,
141,10,非金属矿采选业,B,1.0,,Non-metallic mineral mining and dressing,
142,101,土砂石开采,10,2.0,,Sand and gravel mining,
143,1011,石灰石、石膏开采,101,3.0,指对石灰、石膏，以及石灰石助熔剂的开采,Limestone and gypsum mining,
144,1012,建筑装饰用石开采,101,3.0,指通常在采石场切制加工各种纪念碑及建筑用石料的活动,Mining of stones for construction and decoration,
145,1013,耐火土石开采,101,3.0,,Mining of refractory clay and stones,
146,1019,粘土及其他土砂石开采,101,3.0,指用于建筑、陶瓷等方面的粘土开采，以及用于铺路和建筑材料的石料、石渣、砂的开采,Mining of clay and other sand and gravel,
147,102,化学矿开采,10,2.0,指对化学矿和肥料矿物的开采,Chemical mineral mining,
148,1020,化学矿开采,102,3.0,指对化学矿和肥料矿物的开采,Chemical mineral mining,
149,103,采盐,10,2.0,指通过以海水（含沿海浅层地下卤水）为原料晒制，或以钻井汲取地下卤水，或注水溶解地下岩盐为原料，经真空蒸发干燥，以及从盐湖中采掘制成的以氯化钠为主要成分的盐产品的开采、粉碎和筛选,Salt mining,
150,1030,采盐,103,3.0,指通过以海水（含沿海浅层地下卤水）为原料晒制，或以钻井汲取地下卤水，或注水溶解地下岩盐为原料，经真空蒸发干燥，以及从盐湖中采掘制成的以氯化钠为主要成分的盐产品的开采、粉碎和筛选,Salt mining,
151,109,石棉及其他非金属矿采选,10,2.0,指对石棉、石墨、贵重宝石、金刚石、天然磨料及其他矿石的开采,Asbestos and other non-metallic mineral mining and dressing,
152,1091,石棉、云母矿采选,109,3.0,,Asbestos and mica mining and dressing,
153,1092,石墨、滑石采选,109,3.0,指对天然石墨、滑石的开采,Graphite and talc mining and dressing,
154,1093,宝石、玉石采选,109,3.0,指对贵重宝石、玉石、彩石的开采,Gemstone and jade mining and dressing,
155,1099,其他未列明非金属矿采选,109,3.0,,Other unspecified non-metallic mineral mining and dressing,
156,11,开采专业及辅助性活动,B,1.0,指为煤炭、石油和天然气等矿物开采提供的服务,Specialized mining and auxiliary activities,"Refers to services provided for the extraction of minerals such as coal, oil, and natural gas."
157,111,煤炭开采和洗选辅助活动,11,2.0,,Auxiliary activities for coal mining and dressing,
158,1110,煤炭开采和洗选辅助活动,111,3.0,,Auxiliary activities for coal mining and dressing,
159,112,石油和天然气开采辅助活动,11,2.0,,Auxiliary activities for oil and natural gas extraction,
160,1120,石油和天然气开采辅助活动,112,3.0,,Auxiliary activities for oil and natural gas extraction,
161,119,其他开采辅助活动,11,2.0,,Other Auxiliary Mining Activities,
162,1190,其他开采辅助活动,119,3.0,,Other Auxiliary Mining Activities,
163,12,其他采矿业,B,1.0,,Other Mining Industries,
164,120,其他采矿业,12,2.0,指对地热资源、矿泉水资源以及其他未列明的自然资源的开采，但不包括利用这些资源建立的热电厂和矿泉水厂的活动,Other Mining Industries,
165,1200,其他采矿业,120,3.0,指对地热资源、矿泉水资源以及其他未列明的自然资源的开采，但不包括利用这些资源建立的热电厂和矿泉水厂的活动,Other Mining Industries,
166,C,制造业,,0.0,本门类包括 13～43 大类，指经物理变化或化学变化后成为新的产品，不论是动力机械制造或手工制作，也不论产品是批发销售或零售，均视为制造；建筑物中的各种制成品、零部件的生产应视为制造，但在建筑预制品工地，把主要部件组装成桥梁、仓库设备、铁路与高架公路、升降机与电梯、管道设备、喷水设备、暖气设备、通风设备与空调设备，照明与安装电线等组装活动，以及建筑物的装置，均列为建筑活动；本门类包括机电产品的再制造，指将废旧汽车零部件、工程机械、机床等进行专业化修复的批量化生产过程，再制造的产品达到与原有新产品相同的质量和性能,Manufacturing,"This category includes major groups 13 to 43 and refers to the production of new products through physical or chemical changes. Regardless of whether the manufacturing is done by power machinery or handcraft, and regardless of whether the products are sold wholesale or retail, all are considered manufacturing. The production of various finished products and components within buildings is regarded as manufacturing; however, the assembly activities at construction sites involving prefabricated components—such as assembling major parts into bridges, warehouse equipment, railways and elevated highways, elevators and lifts, pipeline equipment, sprinkler systems, heating equipment, ventilation and air conditioning equipment, lighting and electrical wiring installations, as well as building fixtures—are classified as construction activities. This category also includes the remanufacturing of electromechanical products, which refers to the specialized repair and batch production process of used automotive parts, construction machinery, machine tools, etc., where the remanufactured products achieve the same quality and performance as the original new products."
167,13,农副食品加工业,C,1.0,指直接以农、林、牧、渔业产品为原料进行的谷物磨制、饲料加工、植物油和制糖加工、屠宰及肉类加工、水产品加工，以及蔬菜、水果和坚果等食品的加工,Agricultural and Sideline Food Processing,"Refers to the processing industries that directly use agricultural, forestry, animal husbandry, and fishery products as raw materials, including grain milling, feed processing, vegetable oil and sugar production, slaughtering and meat processing, aquatic product processing, as well as the processing of foods such as vegetables, fruits, and nuts."
168,131,谷物磨制,13,2.0,也称粮食加工，指将稻子、谷子、小麦、高粱等谷物去壳、碾磨及精加工的生产活动,Grain Milling,
169,1311,稻谷加工,131,3.0,指将稻谷去壳、碾磨成大米的生产活动,Rice Processing,
170,1312,小麦加工,131,3.0,指将小麦碾磨成小麦粉的生产活动,Wheat Processing,
171,1313,玉米加工,131,3.0,指将玉米碾碎或碾磨成玉米碴或玉米粉的生产活动，不含以玉米为原料的饲料加工、淀粉及淀粉制品制造、酒精制造等,Corn Processing,
172,1314,杂粮加工,131,3.0,指将谷子、高粱、绿豆、红小豆等小宗谷类、豆类作物进行清理去壳、碾磨，加工为成品粮的生产活动,Coarse Grain Processing,
173,1319,其他谷物磨制,131,3.0,,Other Grain Milling,
174,132,饲料加工,13,2.0,,Feed Processing,
175,1321,宠物饲料加工,132,3.0,指专门为合法饲养的猫、狗、鱼、鸟等小动物提供食物的加工,Pet Feed Processing,
176,1329,其他饲料加工,132,3.0,指适用于农场、农户饲养牲畜、家禽的饲料生产加工，包括宠物食品的生产活动，也包括用屠宰下脚料加工生产的动物饲料，即动物源性饲料的生产活动,Other Feed Processing,
177,133,植物油加工,13,2.0,,Vegetable Oil Processing,
178,1331,食用植物油加工,133,3.0,指用各种食用植物油料生产油脂，以及精制食用油的加工,Edible Vegetable Oil Processing,
179,1332,非食用植物油加工,133,3.0,指用各种非食用植物油料生产油脂的活动,Non-edible Vegetable Oil Processing,
180,134,制糖业,13,2.0,指以甘蔗、甜菜等为原料制作成品糖，以及以原糖或砂糖为原料精炼加工各种精制糖的生产活动,Sugar Manufacturing Industry,
181,1340,制糖业,134,3.0,指以甘蔗、甜菜等为原料制作成品糖，以及以原糖或砂糖为原料精炼加工各种精制糖的生产活动,Sugar Industry,
182,135,屠宰及肉类加工,13,2.0,,Slaughtering and Meat Processing,
183,1351,牲畜屠宰,135,3.0,指对各种牲畜进行宰杀，以及鲜肉冷冻等保鲜活动，但不包括商业冷藏活动,Livestock Slaughtering,
184,1352,禽类屠宰,135,3.0,指对各种禽类进行宰杀，以及鲜肉冷冻等保鲜活动，但不包括商业冷藏活动,Poultry Slaughtering,
185,1353,肉制品及副产品加工,135,3.0,指主要以各种畜、禽肉为原料加工成熟肉制品，以及畜、禽副产品的加工,Meat Products and By-products Processing,
186,136,水产品加工,13,2.0,,Aquatic Products Processing,
187,1361,水产品冷冻加工,136,3.0,指为了保鲜，将海水、淡水养殖或捕捞的鱼类、虾类、甲壳类、贝类、藻类等水生动物或植物进行的冷冻加工，但不包括商业冷藏活动,Frozen Aquatic Products Processing,
188,1362,鱼糜制品及水产品干腌制加工,136,3.0,指鱼糜制品制造，以及水产品的干制、腌制等加工,Surimi Products and Dried/Salted Aquatic Products Processing,
189,1363,水产饲料制造,136,3.0,指用低值水产品及水产品加工废弃物（如鱼骨、内脏、虾壳）等为主要原料的饲料加工,Aquatic Feed Manufacturing,
190,1364,鱼油提取及制品制造,136,3.0,指从鱼或鱼肝中提取油脂，并生产制品的活动,Fish Oil Extraction and Product Manufacturing,
191,1369,其他水产品加工,136,3.0,指对水生动植物进行的其他加工,Other Aquatic Products Processing,
192,137,蔬菜、菌类、水果和坚果加工,13,2.0,指用脱水、干制、冷藏、冷冻、腌制等方法，对蔬菜、水果、坚果的加工,"Vegetable, Mushroom, Fruit, and Nut Processing",
193,1371,蔬菜加工,137,3.0,,Vegetable Processing,
194,1372,食用菌加工,137,3.0,,Edible Mushroom Processing,
195,1373,水果和坚果加工,137,3.0,,Fruit and Nut Processing,
196,139,其他农副食品加工,13,2.0,,Other Agricultural By-product Food Processing,
197,1391,淀粉及淀粉制品制造,139,3.0,指用玉米、薯类、豆类及其他植物原料制作淀粉和淀粉制品的生产；还包括以淀粉为原料，经酶法或酸法转换得到的糖品生产活动,Starch and Starch Products Manufacturing,
198,1392,豆制品制造,139,3.0,指以大豆、小豆、绿豆、豌豆、蚕豆等豆类为主要原料，经加工制成食品的活动,Bean Products Manufacturing,
199,1393,蛋品加工,139,3.0,,Egg Products Processing,
200,1399,其他未列明农副食品加工,139,3.0,,Other Unspecified Agricultural By-product Food Processing,
201,14,食品制造业,C,1.0,,Food Manufacturing Industry,
202,141,焙烤食品制造,14,2.0,,Baked Food Manufacturing,
203,1411,糕点、面包制造,141,3.0,指用米粉、面粉、豆粉为主要原料，配以辅料，经成型、油炸、烤制而成的各种食品生产活动,Pastry and Bread Manufacturing,
204,1419,饼干及其他焙烤食品制造,141,3.0,指以面粉（或糯米粉）、糖和油脂为主要原料，配以奶制品、蛋制品等辅料，经成型、焙烤制成的各种饼干，以及用薯类、谷类、豆类等制作的各种易于保存、食用方便的焙烤食品生产活动,Biscuit and Other Baked Food Manufacturing,
205,142,糖果、巧克力及蜜饯制造,14,2.0,,"Candy, Chocolate and Preserved Fruit Manufacturing",
206,1421,糖果、巧克力制造,142,3.0,糖果制造指以砂糖、葡萄糖浆或饴糖为主要原料，加入油脂、乳品、胶体、果仁、香料、食用色素等辅料制成甜味块状食品的生产活动；巧克力制造指以浆状、粉状或块状可可、可可脂、可可酱、砂糖、乳品等为主要原料加工制成巧克力及巧克力制品的生产活动,Candy and Chocolate Manufacturing,
207,1422,蜜饯制作,142,3.0,指以水果、坚果、果皮及植物的其他部分制作糖果蜜饯的活动,Preserved Fruit Manufacturing,
208,143,方便食品制造,14,2.0,指以米、面、杂粮等为主要原料加工制成，只需简单烹制即可作为主食，具有食用简便、携带方便，易于储藏等特点的食品制造,Convenience Food Manufacturing,
209,1431,米、面制品制造,143,3.0,指以米、面、杂粮等为原料，经粗加工制成，未经烹制的各类米面制品的生产活动,Rice and Noodle Product Manufacturing,
210,1432,速冻食品制造,143,3.0,指以米、面、杂粮等为主要原料，以肉类、蔬菜等为辅料，经加工制成各类烹制或未烹制的主食食品后，立即采用速冻工艺制成的，并可以在冻结条件下运输储存及销售的各类主食食品的生产活动,Frozen Food Manufacturing,
211,1433,方便面制造,143,3.0,,Instant Noodle Manufacturing,
212,1439,方便面及其他方便食品制造,143,3.0,指用米、面、杂粮等为主要原料加工制成的，可以直接食用或只需简单蒸煮即可作为主食的各种方便主食食品的生产活动，以及其他未列明的方便食品制造,Instant Noodle and Other Convenience Food Manufacturing,
213,144,乳制品制造,14,2.0,指以生鲜牛（羊）乳及其制品为主要原料，经加工制成的液体乳及固体乳（乳粉、炼乳、乳脂肪、干酪等）制品的生产活动；不包括含乳饮料和植物蛋白饮料生产活动,Dairy Product Manufacturing,
214,1441,液体乳制造,144,3.0,指以生鲜牛（羊）乳及其制品为主要原料，经加工制成的液体乳及固体乳（乳粉、炼乳、乳脂肪、干酪等）制品的生产活动；不包括含乳饮料和植物蛋白饮料生产活动,Liquid Milk Manufacturing,
215,1442,乳粉制造,144,3.0,,Milk Powder Manufacturing,
216,1449,其他乳制品制造,144,3.0,,Other Dairy Product Manufacturing,
